,degree_centrality,in_degree_centrality,out_degree_centrality,betweeness_centrality,page_rank
1504851371329302528,0.11282051282051282,0.1076923076923077,0.005128205128205128,0.0004405674508767292,0.030389546947262164
2650413864,0.02564102564102564,0.02564102564102564,0.0,0.0,0.2856526846484696
1504499170484404230,0.13333333333333333,0.1282051282051282,0.005128205128205128,0.00044937879989426384,0.03095726092758511
1504412773215870988,0.48205128205128206,0.47692307692307695,0.005128205128205128,0.002335007489646665,0.15244805271669423
1504131864583446531,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1504126595371438080,0.39487179487179486,0.38974358974358975,0.005128205128205128,0.0017975151995770554,0.1178174999169949
1487139508608901121,0.015384615384615385,0.0,0.015384615384615385,0.0,0.0020038479311151507
1504902646913806337,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1239274952647475202,0.010256410256410256,0.0,0.010256410256410256,0.0,0.0020038479311151507
1470066651022385157,0.015384615384615385,0.0,0.015384615384615385,0.0,0.0020038479311151507
1297843935939887104,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
234461328,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
935278189684944897,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
157591318,0.015384615384615385,0.0,0.015384615384615385,0.0,0.0020038479311151507
122119626,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1263414395054419968,0.015384615384615385,0.0,0.015384615384615385,0.0,0.0020038479311151507
486720661,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1277659467266564096,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
962254862955118592,0.015384615384615385,0.0,0.015384615384615385,0.0,0.0020038479311151507
733716430189953028,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
2550764408,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
25070098,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
193567490,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
2475737292,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
230310402,0.010256410256410256,0.0,0.010256410256410256,0.0,0.0020038479311151507
166620876,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
382542556,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
992390491105882112,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1109912412,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
322029968,0.010256410256410256,0.0,0.010256410256410256,0.0,0.0020038479311151507
3262097338,0.015384615384615385,0.0,0.015384615384615385,0.0,0.0020038479311151507
1381528822051393553,0.010256410256410256,0.0,0.010256410256410256,0.0,0.0020038479311151507
1257210138,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1503369444558528518,0.010256410256410256,0.0,0.010256410256410256,0.0,0.0020038479311151507
43884177,0.010256410256410256,0.0,0.010256410256410256,0.0,0.0020038479311151507
33983377,0.010256410256410256,0.0,0.010256410256410256,0.0,0.0020038479311151507
1488172033498308614,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
2937128833,0.010256410256410256,0.0,0.010256410256410256,0.0,0.0020038479311151507
627621952,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
339695092,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1427897508781506563,0.010256410256410256,0.0,0.010256410256410256,0.0,0.0020038479311151507
373301695,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
2582439872,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1395467681613205505,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
172766042,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1332714745871421443,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
3123294507,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
790419001121894400,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
112799654,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
275784356,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1469475911057633284,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
621779182,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1502771859363872768,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1470320360075579392,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1208836593844391936,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
341145329,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
241496575,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
272881874,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1495154103583973390,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1409868254433005569,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
965280135699206148,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
827274382728851456,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
587649238,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
2544286045,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1223669194031620096,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
42640131,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1186649472270589952,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
46825393,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1484585079447990272,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
863436360958529536,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1501114707347849216,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
892886617693843458,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
984981540,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1372943799484317696,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
137495852,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1042112420263673856,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
3976536857,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1448883801690628103,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1354623114932596736,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1433664171296665608,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
375588043,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
2357658746,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
223291329,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
212484482,0.010256410256410256,0.0,0.010256410256410256,0.0,0.0020038479311151507
29937704,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1396473739672317958,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
156292533,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
371028439,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
822292568750825476,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1407592572340498434,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1392183287351701510,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1404486594162302980,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
2454181192,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1466698140497723392,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
997110024,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1327053287669985280,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1504560132591534092,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
700621064431230976,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1485535158283481088,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1102277017544900608,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1457674916019720192,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1481274497869271043,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1245632670677123073,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
227010021,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1457699560831205380,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1347613326088531970,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1504591709795233799,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1874790332,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1465250129695363074,0.010256410256410256,0.0,0.010256410256410256,0.0,0.0020038479311151507
225499685,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1413349137593024515,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
2627354234,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
821677422,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1465639310615465989,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
840711344877948928,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1497405157792833546,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
2965309246,0.010256410256410256,0.0,0.010256410256410256,0.0,0.0020038479311151507
2897187591,0.010256410256410256,0.0,0.010256410256410256,0.0,0.0020038479311151507
1362982010,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1202172930916007936,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1353234528,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
34612477,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
2755999198,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
114853604,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1140845324,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1415753968957931523,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
304231512,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
302940228,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1376731730539905026,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1385629321746911239,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
883959812417040384,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
158525553,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
55063690,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1867876160,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
956434743775473664,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
754765,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1496567547419930631,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
758153393164673026,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
194079073,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
380441338,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1346118405963841538,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1438303790013243393,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
90188586,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1268855608318611458,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1424159699608342529,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
635666710,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1160235348917727237,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
505536532,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1483761582937194497,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1428766609661911046,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1445098592058986499,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1489552354026291203,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1482989401,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
428486033,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1457966083856498695,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
934981002321113088,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1481496461779025923,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1574046763,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1421104762511142918,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1570375051,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1192482893550895104,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
3310530601,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
3535034658,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1418090096515899394,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
3374520975,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1215141005701394432,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1500148033329184772,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1357866361205129218,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1220312245248385024,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
25110386,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
2859544853,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
539951510,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
3359909739,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
2745140221,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1466521194602000385,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1249390595195486216,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
902297563,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
722336274623959040,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1231923297161400325,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1240036949743853569,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1225026117159084034,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1382746805327237124,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
2191955978,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1364723268591243265,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1008897586130874369,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1072582200892289030,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1391087812712206339,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1466569799497048066,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1162898257585946625,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1314195873803501568,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1496598990913220609,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
366063241,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1275507336405291012,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1408051027748786176,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1410921455135514626,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1389119677113126915,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
